action,sample,imgPath,vidPath,dataset,response,one_person,face_visible,gender,age,race
curling_sweep,18,video\curling_sweep\curling_sweep_018.jpg,video\curling_sweep\curling_sweep_018.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
curling_sweep,19,video\curling_sweep\curling_sweep_019.jpg,video\curling_sweep\curling_sweep_019.jpg,default,1. yes 2. not-visible 3. female 4. adult 5. White,yes,not-visible,female,adult,white
cutting_onion,0,video\cutting_onion\cutting_onion_000.jpg,video\cutting_onion\cutting_onion_000.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
cutting_onion,1,video\cutting_onion\cutting_onion_001.jpg,video\cutting_onion\cutting_onion_001.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. Indian,yes,not-visible,male,adult,indian
cutting_onion,2,video\cutting_onion\cutting_onion_002.jpg,video\cutting_onion\cutting_onion_002.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. White,yes,visible,male,middle-aged,white
cutting_onion,3,video\cutting_onion\cutting_onion_003.jpg,video\cutting_onion\cutting_onion_003.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. White,yes,not-visible,male,adult,white
cutting_onion,4,video\cutting_onion\cutting_onion_004.jpg,video\cutting_onion\cutting_onion_004.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
cutting_onion,5,video\cutting_onion\cutting_onion_005.jpg,video\cutting_onion\cutting_onion_005.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
cutting_onion,6,video\cutting_onion\cutting_onion_006.jpg,video\cutting_onion\cutting_onion_006.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
cutting_onion,7,video\cutting_onion\cutting_onion_007.jpg,video\cutting_onion\cutting_onion_007.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
cutting_onion,8,video\cutting_onion\cutting_onion_008.jpg,video\cutting_onion\cutting_onion_008.jpg,default,1. yes 2. visible 3. female 4. middle-aged 5. White,yes,visible,female,middle-aged,white
cutting_onion,9,video\cutting_onion\cutting_onion_009.jpg,video\cutting_onion\cutting_onion_009.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
cutting_onion,10,video\cutting_onion\cutting_onion_010.jpg,video\cutting_onion\cutting_onion_010.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
cutting_onion,11,video\cutting_onion\cutting_onion_011.jpg,video\cutting_onion\cutting_onion_011.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
cutting_onion,12,video\cutting_onion\cutting_onion_012.jpg,video\cutting_onion\cutting_onion_012.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. White,yes,visible,male,middle-aged,white
cutting_onion,13,video\cutting_onion\cutting_onion_013.jpg,video\cutting_onion\cutting_onion_013.jpg,default,1. yes 2. not-visible 3. female 4. adult 5. White,yes,not-visible,female,adult,white
cutting_onion,14,video\cutting_onion\cutting_onion_014.jpg,video\cutting_onion\cutting_onion_014.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. White,yes,not-visible,male,adult,white
cutting_onion,15,video\cutting_onion\cutting_onion_015.jpg,video\cutting_onion\cutting_onion_015.jpg,default,1. yes 2. visible 3. male 4. adult 5. Indian,yes,visible,male,adult,indian
cutting_onion,16,video\cutting_onion\cutting_onion_016.jpg,video\cutting_onion\cutting_onion_016.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
cutting_onion,17,video\cutting_onion\cutting_onion_017.jpg,video\cutting_onion\cutting_onion_017.jpg,default,1. yes 2. visible 3. female 4. middle-aged 5. White,yes,visible,female,middle-aged,white
cutting_onion,18,video\cutting_onion\cutting_onion_018.jpg,video\cutting_onion\cutting_onion_018.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. White,yes,not-visible,male,adult,white
cutting_onion,19,video\cutting_onion\cutting_onion_019.jpg,video\cutting_onion\cutting_onion_019.jpg,default,1. yes 2. not-visible 3. female 4. adult 5. White,yes,not-visible,female,adult,white
dabbing,0,video\dabbing\dabbing_000.jpg,video\dabbing\dabbing_000.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
dabbing,1,video\dabbing\dabbing_001.jpg,video\dabbing\dabbing_001.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
dabbing,2,video\dabbing\dabbing_002.jpg,video\dabbing\dabbing_002.jpg,default,1. yes 2. visible 3. female 4. teenager 5. Southeast-asian,yes,visible,female,teenager,southeast-asian
dabbing,3,video\dabbing\dabbing_003.jpg,video\dabbing\dabbing_003.jpg,default,1. yes 2. visible 3. male 4. child 5. White,yes,visible,male,child,white
dabbing,4,video\dabbing\dabbing_004.jpg,video\dabbing\dabbing_004.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. east-asian,yes,not-visible,male,adult,east-asian
dabbing,5,video\dabbing\dabbing_005.jpg,video\dabbing\dabbing_005.jpg,default,1. yes 2. visible 3. male 4. teenager 5. White,yes,visible,male,teenager,white
dabbing,6,video\dabbing\dabbing_006.jpg,video\dabbing\dabbing_006.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. middle-eastern,yes,visible,male,middle-aged,middle-eastern
dabbing,7,video\dabbing\dabbing_007.jpg,video\dabbing\dabbing_007.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dabbing,8,video\dabbing\dabbing_008.jpg,video\dabbing\dabbing_008.jpg,default,1. yes or no. 2. visible or not-visible. 3. male; female; or other. 4. middle-aged; or senior. 5. White; Black; Indian; east-asian; Southeast-asian; middle-eastern; or Latino.,ERROR,ERROR,ERROR,ERROR,ERROR
dabbing,9,video\dabbing\dabbing_009.jpg,video\dabbing\dabbing_009.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dabbing,10,video\dabbing\dabbing_010.jpg,video\dabbing\dabbing_010.jpg,default,1. yes 2. visible 3. male 4. teenager 5. east-asian,yes,visible,male,teenager,east-asian
dabbing,11,video\dabbing\dabbing_011.jpg,video\dabbing\dabbing_011.jpg,default,1. yes 2. visible 3. male 4. teenager 5. White,yes,visible,male,teenager,white
dabbing,12,video\dabbing\dabbing_012.jpg,video\dabbing\dabbing_012.jpg,default,1. yes 2. visible 3. male 4. teenager 5. east-asian,yes,visible,male,teenager,east-asian
dabbing,13,video\dabbing\dabbing_013.jpg,video\dabbing\dabbing_013.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
dabbing,14,video\dabbing\dabbing_014.jpg,video\dabbing\dabbing_014.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dabbing,15,video\dabbing\dabbing_015.jpg,video\dabbing\dabbing_015.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dabbing,16,video\dabbing\dabbing_016.jpg,video\dabbing\dabbing_016.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
dabbing,17,video\dabbing\dabbing_017.jpg,video\dabbing\dabbing_017.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
dabbing,18,video\dabbing\dabbing_018.jpg,video\dabbing\dabbing_018.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
dabbing,19,video\dabbing\dabbing_019.jpg,video\dabbing\dabbing_019.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
dart_throw,0,video\dart_throw\dart_throw_000.jpg,video\dart_throw\dart_throw_000.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dart_throw,1,video\dart_throw\dart_throw_001.jpg,video\dart_throw\dart_throw_001.jpg,default,1. yes 2. visible 3. male 4. child 5. Southeast-asian,yes,visible,male,child,southeast-asian
dart_throw,2,video\dart_throw\dart_throw_002.jpg,video\dart_throw\dart_throw_002.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. east-asian,yes,not-visible,male,adult,east-asian
dart_throw,3,video\dart_throw\dart_throw_003.jpg,video\dart_throw\dart_throw_003.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
dart_throw,4,video\dart_throw\dart_throw_004.jpg,video\dart_throw\dart_throw_004.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
dart_throw,5,video\dart_throw\dart_throw_005.jpg,video\dart_throw\dart_throw_005.jpg,default,1. yes 2. visible 3. female 4. teenager 5. Southeast-asian,yes,visible,female,teenager,southeast-asian
dart_throw,6,video\dart_throw\dart_throw_006.jpg,video\dart_throw\dart_throw_006.jpg,default,1. yes 2. visible 3. male 4. teenager 5. east-asian,yes,visible,male,teenager,east-asian
dart_throw,7,video\dart_throw\dart_throw_007.jpg,video\dart_throw\dart_throw_007.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
dart_throw,8,video\dart_throw\dart_throw_008.jpg,video\dart_throw\dart_throw_008.jpg,default,1. yes 2. visible 3. male 4. teenager 5. White,yes,visible,male,teenager,white
dart_throw,9,video\dart_throw\dart_throw_009.jpg,video\dart_throw\dart_throw_009.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dart_throw,10,video\dart_throw\dart_throw_010.jpg,video\dart_throw\dart_throw_010.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
dart_throw,11,video\dart_throw\dart_throw_011.jpg,video\dart_throw\dart_throw_011.jpg,default,1. yes 2. not-visible 3. female 4. adult 5. Southeast-asian,yes,not-visible,female,adult,southeast-asian
dart_throw,12,video\dart_throw\dart_throw_012.jpg,video\dart_throw\dart_throw_012.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dart_throw,13,video\dart_throw\dart_throw_013.jpg,video\dart_throw\dart_throw_013.jpg,default,1. yes 2. visible 3. female 4. adult 5. Southeast-asian,yes,visible,female,adult,southeast-asian
dart_throw,14,video\dart_throw\dart_throw_014.jpg,video\dart_throw\dart_throw_014.jpg,default,1. yes 2. visible 3. male 4. teenager 5. White,yes,visible,male,teenager,white
dart_throw,15,video\dart_throw\dart_throw_015.jpg,video\dart_throw\dart_throw_015.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. White,yes,visible,male,middle-aged,white
dart_throw,16,video\dart_throw\dart_throw_016.jpg,video\dart_throw\dart_throw_016.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dart_throw,17,video\dart_throw\dart_throw_017.jpg,video\dart_throw\dart_throw_017.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. White,yes,visible,male,middle-aged,white
dart_throw,18,video\dart_throw\dart_throw_018.jpg,video\dart_throw\dart_throw_018.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
dart_throw,19,video\dart_throw\dart_throw_019.jpg,video\dart_throw\dart_throw_019.jpg,default,1. yes 2. visible 3. female 4. adult 5. Southeast-asian,yes,visible,female,adult,southeast-asian
decorating_snowman,0,video\decorating_snowman\decorating_snowman_000.jpg,video\decorating_snowman\decorating_snowman_000.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
decorating_snowman,1,video\decorating_snowman\decorating_snowman_001.jpg,video\decorating_snowman\decorating_snowman_001.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
decorating_snowman,2,video\decorating_snowman\decorating_snowman_002.jpg,video\decorating_snowman\decorating_snowman_002.jpg,default,1. yes 2. not-visible 3. female 4. child 5. White,yes,not-visible,female,child,white
decorating_snowman,3,video\decorating_snowman\decorating_snowman_003.jpg,video\decorating_snowman\decorating_snowman_003.jpg,default,1. yes 2. visible 3. female 4. child 5. east-asian,yes,visible,female,child,east-asian
decorating_snowman,4,video\decorating_snowman\decorating_snowman_004.jpg,video\decorating_snowman\decorating_snowman_004.jpg,default,1. yes 2. not-visible 3. female 4. adult 5. White,yes,not-visible,female,adult,white
decorating_snowman,5,video\decorating_snowman\decorating_snowman_005.jpg,video\decorating_snowman\decorating_snowman_005.jpg,default,1. no 2. not-visible 3. male 4. adult 5. middle-eastern,no,not-visible,male,adult,middle-eastern
decorating_snowman,6,video\decorating_snowman\decorating_snowman_006.jpg,video\decorating_snowman\decorating_snowman_006.jpg,default,1. yes 2. visible 3. female 4. teenager 5. Indian,yes,visible,female,teenager,indian
decorating_snowman,7,video\decorating_snowman\decorating_snowman_007.jpg,video\decorating_snowman\decorating_snowman_007.jpg,default,1. yes 2. visible 3. female 4. child 5. Southeast-asian,yes,visible,female,child,southeast-asian
decorating_snowman,8,video\decorating_snowman\decorating_snowman_008.jpg,video\decorating_snowman\decorating_snowman_008.jpg,default,1. yes 2. visible 3. female 4. adult 5. Southeast-asian,yes,visible,female,adult,southeast-asian
decorating_snowman,9,video\decorating_snowman\decorating_snowman_009.jpg,video\decorating_snowman\decorating_snowman_009.jpg,default,1. yes 2. visible 3. female 4. adult 5. east-asian,yes,visible,female,adult,east-asian
decorating_snowman,10,video\decorating_snowman\decorating_snowman_010.jpg,video\decorating_snowman\decorating_snowman_010.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
decorating_snowman,11,video\decorating_snowman\decorating_snowman_011.jpg,video\decorating_snowman\decorating_snowman_011.jpg,default,1. no 2. visible 3. male 4. adult 5. Latino,no,visible,male,adult,latino
decorating_snowman,12,video\decorating_snowman\decorating_snowman_012.jpg,video\decorating_snowman\decorating_snowman_012.jpg,default,1. yes 2. not-visible 3. female 4. adult 5. White,yes,not-visible,female,adult,white
decorating_snowman,13,video\decorating_snowman\decorating_snowman_013.jpg,video\decorating_snowman\decorating_snowman_013.jpg,default,1. no 2. visible 3. female 4. child 5. White,no,visible,female,child,white
decorating_snowman,14,video\decorating_snowman\decorating_snowman_014.jpg,video\decorating_snowman\decorating_snowman_014.jpg,default,1. yes 2. visible 3. female 4. adult 5. White,yes,visible,female,adult,white
decorating_snowman,15,video\decorating_snowman\decorating_snowman_015.jpg,video\decorating_snowman\decorating_snowman_015.jpg,default,1. yes 2. visible 3. female 4. adult 5. Southeast-asian,yes,visible,female,adult,southeast-asian
decorating_snowman,16,video\decorating_snowman\decorating_snowman_016.jpg,video\decorating_snowman\decorating_snowman_016.jpg,default,1. yes 2. not-visible 3. female 4. adult 5. east-asian,yes,not-visible,female,adult,east-asian
decorating_snowman,17,video\decorating_snowman\decorating_snowman_017.jpg,video\decorating_snowman\decorating_snowman_017.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. east-asian,yes,not-visible,male,adult,east-asian
decorating_snowman,18,video\decorating_snowman\decorating_snowman_018.jpg,video\decorating_snowman\decorating_snowman_018.jpg,default,1. yes 2. not-visible 3. female 4. adult 5. White,yes,not-visible,female,adult,white
decorating_snowman,19,video\decorating_snowman\decorating_snowman_019.jpg,video\decorating_snowman\decorating_snowman_019.jpg,default,1. yes 2. not-visible 3. female 4. child 5. White,yes,not-visible,female,child,white
dice_shuffle_reveal,0,video\dice_shuffle_reveal\dice_shuffle_reveal_000.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_000.jpg,default,1. yes 2. visible 3. male 4. adult 5. east-asian,yes,visible,male,adult,east-asian
dice_shuffle_reveal,1,video\dice_shuffle_reveal\dice_shuffle_reveal_001.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_001.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. White,yes,not-visible,male,teenager,white
dice_shuffle_reveal,2,video\dice_shuffle_reveal\dice_shuffle_reveal_002.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_002.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. White,yes,not-visible,male,adult,white
dice_shuffle_reveal,3,video\dice_shuffle_reveal\dice_shuffle_reveal_003.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_003.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dice_shuffle_reveal,4,video\dice_shuffle_reveal\dice_shuffle_reveal_004.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_004.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. White,yes,not-visible,male,teenager,white
dice_shuffle_reveal,5,video\dice_shuffle_reveal\dice_shuffle_reveal_005.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_005.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Indian,yes,visible,male,middle-aged,indian
dice_shuffle_reveal,6,video\dice_shuffle_reveal\dice_shuffle_reveal_006.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_006.jpg,default,1. yes 2. visible 3. female 4. teenager 5. Indian,yes,visible,female,teenager,indian
dice_shuffle_reveal,7,video\dice_shuffle_reveal\dice_shuffle_reveal_007.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_007.jpg,default,1. yes 2. visible 3. male 4. teenager 5. White,yes,visible,male,teenager,white
dice_shuffle_reveal,8,video\dice_shuffle_reveal\dice_shuffle_reveal_008.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_008.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. Southeast-asian,yes,not-visible,male,teenager,southeast-asian
dice_shuffle_reveal,9,video\dice_shuffle_reveal\dice_shuffle_reveal_009.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_009.jpg,default,1. yes 2. visible 3. male 4. child 5. White,yes,visible,male,child,white
dice_shuffle_reveal,10,video\dice_shuffle_reveal\dice_shuffle_reveal_010.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_010.jpg,default,1. yes 2. not-visible 3. female 4. teenager 5. east-asian,yes,not-visible,female,teenager,east-asian
dice_shuffle_reveal,11,video\dice_shuffle_reveal\dice_shuffle_reveal_011.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_011.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. White,yes,not-visible,male,teenager,white
dice_shuffle_reveal,12,video\dice_shuffle_reveal\dice_shuffle_reveal_012.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_012.jpg,default,1. yes 2. visible 3. male 4. child 5. White,yes,visible,male,child,white
dice_shuffle_reveal,13,video\dice_shuffle_reveal\dice_shuffle_reveal_013.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_013.jpg,default,1. yes 2. visible 3. female 4. teenager 5. Southeast-asian,yes,visible,female,teenager,southeast-asian
dice_shuffle_reveal,14,video\dice_shuffle_reveal\dice_shuffle_reveal_014.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_014.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dice_shuffle_reveal,15,video\dice_shuffle_reveal\dice_shuffle_reveal_015.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_015.jpg,default,1. yes 2. visible 3. male 4. child 5. Indian,yes,visible,male,child,indian
dice_shuffle_reveal,16,video\dice_shuffle_reveal\dice_shuffle_reveal_016.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_016.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
dice_shuffle_reveal,17,video\dice_shuffle_reveal\dice_shuffle_reveal_017.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_017.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dice_shuffle_reveal,18,video\dice_shuffle_reveal\dice_shuffle_reveal_018.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_018.jpg,default,1. yes 2. visible 3. male 4. teenager 5. White,yes,visible,male,teenager,white
dice_shuffle_reveal,19,video\dice_shuffle_reveal\dice_shuffle_reveal_019.jpg,video\dice_shuffle_reveal\dice_shuffle_reveal_019.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
dice_stack_shuffle,0,video\dice_stack_shuffle\dice_stack_shuffle_000.jpg,video\dice_stack_shuffle\dice_stack_shuffle_000.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
dice_stack_shuffle,1,video\dice_stack_shuffle\dice_stack_shuffle_001.jpg,video\dice_stack_shuffle\dice_stack_shuffle_001.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dice_stack_shuffle,2,video\dice_stack_shuffle\dice_stack_shuffle_002.jpg,video\dice_stack_shuffle\dice_stack_shuffle_002.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. White,yes,not-visible,male,adult,white
dice_stack_shuffle,3,video\dice_stack_shuffle\dice_stack_shuffle_003.jpg,video\dice_stack_shuffle\dice_stack_shuffle_003.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dice_stack_shuffle,4,video\dice_stack_shuffle\dice_stack_shuffle_004.jpg,video\dice_stack_shuffle\dice_stack_shuffle_004.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dice_stack_shuffle,5,video\dice_stack_shuffle\dice_stack_shuffle_005.jpg,video\dice_stack_shuffle\dice_stack_shuffle_005.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
dice_stack_shuffle,6,video\dice_stack_shuffle\dice_stack_shuffle_006.jpg,video\dice_stack_shuffle\dice_stack_shuffle_006.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dice_stack_shuffle,7,video\dice_stack_shuffle\dice_stack_shuffle_007.jpg,video\dice_stack_shuffle\dice_stack_shuffle_007.jpg,default,1. yes 2. visible 3. male 4. teenager 5. White,yes,visible,male,teenager,white
dice_stack_shuffle,8,video\dice_stack_shuffle\dice_stack_shuffle_008.jpg,video\dice_stack_shuffle\dice_stack_shuffle_008.jpg,default,1. yes 2. not-visible 3. male 4. child 5. White,yes,not-visible,male,child,white
dice_stack_shuffle,9,video\dice_stack_shuffle\dice_stack_shuffle_009.jpg,video\dice_stack_shuffle\dice_stack_shuffle_009.jpg,default,1. yes 2. visible 3. other 4. child 5. east-asian,yes,visible,other,child,east-asian
dice_stack_shuffle,10,video\dice_stack_shuffle\dice_stack_shuffle_010.jpg,video\dice_stack_shuffle\dice_stack_shuffle_010.jpg,default,1. yes 2. not-visible 3. female 4. child 5. White,yes,not-visible,female,child,white
dice_stack_shuffle,11,video\dice_stack_shuffle\dice_stack_shuffle_011.jpg,video\dice_stack_shuffle\dice_stack_shuffle_011.jpg,default,1. yes 2. not-visible 3. female 4. adult 5. White,yes,not-visible,female,adult,white
dice_stack_shuffle,12,video\dice_stack_shuffle\dice_stack_shuffle_012.jpg,video\dice_stack_shuffle\dice_stack_shuffle_012.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. east-asian,yes,not-visible,male,teenager,east-asian
dice_stack_shuffle,13,video\dice_stack_shuffle\dice_stack_shuffle_013.jpg,video\dice_stack_shuffle\dice_stack_shuffle_013.jpg,default,1. yes 2. not-visible 3. female 4. teenager 5. White,yes,not-visible,female,teenager,white
dice_stack_shuffle,14,video\dice_stack_shuffle\dice_stack_shuffle_014.jpg,video\dice_stack_shuffle\dice_stack_shuffle_014.jpg,default,1. yes 2. visible 3. male 4. child 5. Southeast-asian,yes,visible,male,child,southeast-asian
dice_stack_shuffle,15,video\dice_stack_shuffle\dice_stack_shuffle_015.jpg,video\dice_stack_shuffle\dice_stack_shuffle_015.jpg,default,1. yes 2. visible 3. male 4. child 5. Indian,yes,visible,male,child,indian
dice_stack_shuffle,16,video\dice_stack_shuffle\dice_stack_shuffle_016.jpg,video\dice_stack_shuffle\dice_stack_shuffle_016.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
dice_stack_shuffle,17,video\dice_stack_shuffle\dice_stack_shuffle_017.jpg,video\dice_stack_shuffle\dice_stack_shuffle_017.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dice_stack_shuffle,18,video\dice_stack_shuffle\dice_stack_shuffle_018.jpg,video\dice_stack_shuffle\dice_stack_shuffle_018.jpg,default,1. yes 2. visible 3. male 4. teenager 5. Southeast-asian,yes,visible,male,teenager,southeast-asian
dice_stack_shuffle,19,video\dice_stack_shuffle\dice_stack_shuffle_019.jpg,video\dice_stack_shuffle\dice_stack_shuffle_019.jpg,default,1. yes 2. visible 3. male 4. teenager 5. White,yes,visible,male,teenager,white
dips,0,video\dips\dips_000.jpg,video\dips\dips_000.jpg,default,1. yes 2. visible 3. male 4. middle-aged 5. Southeast-asian,yes,visible,male,middle-aged,southeast-asian
dips,1,video\dips\dips_001.jpg,video\dips\dips_001.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
dips,2,video\dips\dips_002.jpg,video\dips\dips_002.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. White,yes,not-visible,male,adult,white
dips,3,video\dips\dips_003.jpg,video\dips\dips_003.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. Southeast-asian,yes,not-visible,male,adult,southeast-asian
dips,4,video\dips\dips_004.jpg,video\dips\dips_004.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
dips,5,video\dips\dips_005.jpg,video\dips\dips_005.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. White,yes,not-visible,male,teenager,white
dips,6,video\dips\dips_006.jpg,video\dips\dips_006.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
dips,7,video\dips\dips_007.jpg,video\dips\dips_007.jpg,default,1. yes 2. visible 3. male 4. adult 5. White,yes,visible,male,adult,white
dips,8,video\dips\dips_008.jpg,video\dips\dips_008.jpg,default,1. yes 2. visible 3. male 4. adult 5. Black,yes,visible,male,adult,black
dips,9,video\dips\dips_009.jpg,video\dips\dips_009.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. middle-eastern,yes,not-visible,male,adult,middle-eastern
dips,10,video\dips\dips_010.jpg,video\dips\dips_010.jpg,default,1. yes 2. visible 3. male 4. adult 5. middle-eastern,yes,visible,male,adult,middle-eastern
dips,11,video\dips\dips_011.jpg,video\dips\dips_011.jpg,default,1. yes 2. not-visible 3. male 4. teenager 5. Southeast-asian,yes,not-visible,male,teenager,southeast-asian
dips,12,video\dips\dips_012.jpg,video\dips\dips_012.jpg,default,1. yes 2. visible 3. male 4. adult 5. Southeast-asian,yes,visible,male,adult,southeast-asian
dips,13,video\dips\dips_013.jpg,video\dips\dips_013.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. White,yes,not-visible,male,adult,white
dips,14,video\dips\dips_014.jpg,video\dips\dips_014.jpg,default,1. yes 2. not-visible 3. male 4. adult 5. Southeast-asian,yes,not-visible,male,adult,southeast-asian
